Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,A1. Do you identify as Arab? Please choose one.,A2. Do you identify as Muslim? Please choose one.,A3. Do you identify as Saudi? Please choose one.,A4. Do you identify as Middle Eastern? Please choose one.,"A5. Please indicate which languages you speak fluently, and which you speak at all, by selecting from the dropdown boxes.",,,,,,,,,,,,,,,,,What is your gender? Please select one.,In which age group do you fall? Please select one.,What is your current marital status? Please select one.,Do either of your parents speak Arabic fluently? Please select one.,How long have you lived in Saudi Arabia? Please select one.,Are you currently enrolled in a formal Arabic language learning program? Please select one.,"Please rate your agreement with the following statements about why you are learning Arabic on a scale where 1 is strongly disagree, and 7 is strongly agree. I am learning Arabic ….",,,,,,,,,,,,,"Please rate your agreement with the following statements about your Arabic learning context on a scale where 1 is strongly disagree, and 7 is strongly agree.",,,,,,,"Please rate your agreement with the following statements about your Arabic learning context on a scale where 1 is strongly disagree, and 7 is strongly agree.",,,,,,"Please rate your agreement with the following statements about your Arabic learning context on a scale where 1 is strongly disagree, and 7 is strongly agree.",,,,,,,,,,"Please rate your agreement with the following statements about your Arabic learning context on a scale where 1 is strongly disagree, and 7 is strongly agree.",,,,,,,,,"Please rate your agreement with the following statements about Saudi Arabia where 1 is strongly disagree, 2 is disagree, 3 is neutral, 4 is agree and 5 is strongly agree.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Response,Response,Response,Response,Any African language - Speak Fluently,Any African language - Speak at all,Any Chinese language - Speak Fluently,Any Chinese language - Speak at all,Any Indian language - Speak Fluently,Any Indian language - Speak at all,Arabic - Speak Fluently,Arabic - Speak at all,English - Speak Fluently,English - Speak at all,French - Speak Fluently,French - Speak at all,German - Speak Fluently,German - Speak at all,Spanish - Speak Fluently,Spanish - Speak at all,Other (please specify),Response,Response,Response,Response,Response,Response,Because I want to be able to use Arabic with Arabic-speaking friends.,Because I want to use Arabic when I travel to an Arab country.,Because I plan to study abroad.,Because I feel Arabic is an important language in the economic development of the world.,Because of my interest in Arab culture.,Because I feel Arabic will help me better understand the Middle East politics.,Because it will help me better understand the problems that Arabs face.,Because of my interest in Islamic heritage.,So I will be able to meet and converse with more and varied people.,Because I want to learn more about other cultures to understand the world better.,Because I think it will be useful in getting me a good job.,Because of my interest in Islam as a world religion.,So I will be able to understand and appreciate Arabic art and literature.,My teachers are patient with students whose Arabic is difficult to understand.,I find the other students at my Arabic classes really friendly.,I think I expend a lot of effort in learning Arabic.,Arabic is one of the most important languages in the world,The materials in my Arabic class suit my needs.,I always look forward to Arabic classes.,Arabic is not an important global language to learn.,Everybody regardless of their ethnicity and faith should learn Arabic.,I find the Arabic books that we are studying in class useful.,The Arabic books that we use in class are really boring.,Learning Arabic is an advantage for me.,It worries me that other students in my class seem to speak Arabic better than I do.,Most of my Arabic teachers take a personal interest in students.,I’m losing any desire I ever had to know Arabic.,I enjoy the activities of our Arabic class much more than those of my other classes.,Arabic students are often asked by the teacher to choose how they want to learn,I have no interest in my Arabic class.,I can honestly say that I am really doing my best to learn Arabic,My Arabic teachers have interesting teaching styles,Some of my Arabic course materials are too difficult for me.,The level of difficulty of my Arabic course materials helps me improve my Arabic.,I really enjoy learning Arabic.,I like my Arabic teacher because their class is fun.,Sometimes I feel I can hardly cope with the materials in this Arabic course.,Most of my Arabic teachers can get angry easily.,I like the overall atmosphere of my Arabic classes.,I am sometimes worried that the other students in class will laugh at me when I speak Arabic.,Arabic language is difficult to learn.,My Arabic teacher doesn’t teach in an interesting way.,I think my Arabic class is boring.,Just because a person has a certain ethnicity or faith should not require them to learn Arabic.,Sometimes I do not understand what I read or listen to in Arabic class.,I want to study Arabic because I am interested in Saudi locations and geography.,I want to study Arabic because I am interested in Saudi history.,I want to study Arabic so I can better understand Saudi society.,I do not really care about being fluent in the language of the Saudi people.,I would like to meet Saudi people.,I have a favorable attitude towards Saudi people.,I am not interested in learning Arabic to better understand Saudi history.,I have an unfavorable attitude towards the Saudi people.,Studying Arabic can be important for me because it will enable me to better understand Saudi heritage.,Saudi people are very sociable.,I am not interested in socializing with Saudis using Arabic.,I would like to know more about Saudi people.,Studying Arabic can be important for me because I will be able to understand Saudi's different cultural groups.,Studying Arabic can be important to me because it will allow me to be more at ease with Saudis.,I am not interested in understanding Saudi society through learning Arabic.,Non-Saudis should not be expected to use Arabic in Saudi Arabia.,I am not interested in learning Arabic to study Saudi heritage.,Non-Saudis in Saudi should make a greater effort to learn Arabic.,Saudi people are very warm-hearted.,"The more I get to know Saudi people, the more I want to be fluent in their language.",I am not interested in learning Arabic so I can better understand Saudi locations and geography.,I am not interested in studying Arabic to better comprehend Saudi's different cultural groups.,Saudi people are very creative.
13451373748,416526525,4/21/2022 8:22,4/21/2022 8:27,,,,,,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,I speak and understand some limited Turkish,2,2,2,3,4,2,6,6,1,4,4,4,5,7,6,6,6,7,6,7,6,7,7,4,5,1,5,6,2,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13451263405,416526525,4/21/2022 5:43,4/21/2022 6:14,,,,,,2,1,2,2,1,,,,,,,1,1,,,,,,,,,2,3,1,1,4,2,2,2,3,4,3,4,4,6,5,4,4,7,5,5,5,5,7,6,6,1,2,6,2,6,2,5,2,6,4,1,6,6,5,6,7,6,3,2,6,4,4,2,2,1,3,2,2,2,2,4,3,4,1,3,3,2,4,3,4,2,3,,3,3,3,5,4,3
13450772089,416526525,4/20/2022 16:37,4/20/2022 16:59,,,,,,1,1,2,2,1,1,,,,,,1,,2,1,,,,,,,2,2,1,1,3,3,7,2,3,4,7,1,1,7,7,6,4,7,6,3,4,5,7,6,6,1,6,7,6,7,5,4,7,6,5,2,6,5,1,4,7,4,3,3,4,6,5,4,3,5,2,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3
13450428548,416526525,4/20/2022 11:36,4/20/2022 11:44,,,,,,2,1,2,2,,,,,1,,1,,1,,,,,,,,,2,1,2,3,4,1,3,2,1,3,2,2,2,7,5,3,5,7,7,7,5,7,7,7,7,1,7,7,3,7,5,7,1,7,1,1,7,7,1,7,7,7,5,1,7,1,1,1,1,1,4,1,1,1,1,4,4,3,1,3,2,2,4,4,4,2,5,2,5,5,5,4,4,5
13449638004,416526525,4/19/2022 17:22,4/20/2022 5:37,,,,,,1,1,2,2,,,,,,,1,,1,,,,,,,,,2,2,2,3,3,1,1,1,1,1,1,1,1,7,1,1,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13450007001,416451733,4/20/2022 3:42,4/20/2022 3:45,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,2,,,,,,,,,,,2,,
13449993323,416526525,4/20/2022 3:18,4/20/2022 3:39,,,,,,2,1,2,2,,,,,,,,1,1,,,,,,,,"Dutch and Turkish, both fluently ",2,2,2,3,3,2,2,3,1,2,3,1,1,7,2,4,3,7,4,6,5,4,7,7,7,1,2,6,1,7,2,2,2,4,2,1,5,7,4,6,7,4,4,2,6,1,2,2,1,4,4,2,4,2,1,5,4,2,2,3,4,1,5,4,3,3,1,4,4,4,3,5,4,3
13449947254,416526525,4/20/2022 1:51,4/20/2022 2:01,,,,,,2,1,2,1,,,,,,,1,2,1,,,,2,,,,Tagalog,2,3,1,1,4,2,5,7,7,7,5,6,7,7,5,6,7,7,7,7,5,6,7,5,7,1,5,7,1,7,4,1,2,6,7,1,7,7,4,3,7,7,4,4,6,7,1,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
13449842319,416526525,4/19/2022 21:56,4/19/2022 22:15,,,,,,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,"Filipino, speak at all",2,2,2,1,4,2,1,1,1,7,3,1,1,7,7,6,2,7,7,6,4,6,7,7,7,1,7,1,3,7,4,7,1,3,4,1,7,4,7,1,5,1,7,7,3,1,1,6,3,1,2,3,3,4,1,4,4,3,3,3,3,1,4,3,5,2,3,3,3,3,4,2,3,4
13449840319,416526525,4/19/2022 21:52,4/19/2022 22:03,,,,,,2,1,2,2,,,,,,,1,,1,,,,,,,,,2,1,2,2,3,1,3,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,5,7,5,7,4,7,7,1,7,7,4,7,7,7,7,5,7,1,1,1,1,1,5,5,5,5,1,5,5,1,3,5,5,1,5,5,5,1,1,1,5,5,5,1,1,5
13449832778,416526525,4/19/2022 21:37,4/19/2022 21:51,,,,,,2,1,2,2,1,,,,,,,1,,1,,,,,,,,2,2,1,3,4,2,1,2,2,2,2,2,2,6,2,2,2,7,2,5,6,5,7,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
